job_id,service_time_ms,priority
R00368,194,1
R00369,147,1
R00370,17,1
R00371,130,1
R00372,17,1
R00373,14,1
R00374,5,1
R00375,25,1
R00376,15,1
R00377,23,1
R00378,326,1
R00379,14,1
R00380,16,1
R00381,6,1
R00382,18,1
R00383,6,1
R00384,23,1
R00385,5,1
R00386,142,1
R00387,24,1
R00388,11,1
R00389,18,1
R00390,21,1
R00391,19,1
R00392,21,1
R00393,26359,1
R00394,12,1
R00395,5,1
R00396,303,1
R00397,7,1
R00398,159,1
R00399,5,1
R00400,9791,1
R00401,216,1
R00402,19,1
R00403,398,1
R00404,283,1
R00405,333,1
R00406,9,1
R00407,19,1
R00408,6,1
R00409,7259,1
R00410,15,1
R00411,20,1
R00412,5,1
R00413,10,1
R00414,224,1
R00415,199,1
R00416,15,1
R00417,9,1
R00418,25,1
R00419,6,1
R00420,5,1
R00421,21,1
R00422,19,1
R00423,19,1
R00424,22,1
R00425,17,1
R00426,25,1
R00427,7,1
R00428,11,1
R00429,24,1
R00430,11412,1
R00431,6,1
R00432,15,1
R00433,17,1
R00434,11,1
R00435,8092,1
R00436,5,1
R00437,10,1
R00438,12,1
R00439,10,1
R00440,20,1
R00441,16,1
R00442,23,1
R00443,14,1
R00444,21,1
R00445,19738,1
R00446,15,1
R00447,18,1
R00448,18,1
R00449,17,1
R00450,22,1
R00451,9,1
R00452,121,1
R00453,283,1
R00454,25,1
R00455,18,1
R00456,8,1
R00457,7,1
R00458,20,1
R00459,17,1
R00460,8,1
R00461,205,1
R00462,18,1
R00463,20,1
R00464,18,1
R00465,5,1
R00466,17,1
R00467,8,1
R00468,8,1
R00469,9,1
R00470,7,1
R00471,330,1
R00472,13,1
R00473,16,1
R00474,18,1
R00475,22,1
R00476,20,1
R00477,21,1
R00478,206,1
R00479,25,1
R00480,20,1
R00481,21,1
R00482,16,1
R00483,14,1
R00484,13,1
R00485,296,1
R00486,13,1
R00487,8,1
R00488,8,1
R00489,15,1
R00490,313,1
R00491,18,1
R00492,8,1
R00493,13,1
R00494,11,1
R00495,12,1
R00496,10,1
R00497,23,1
R00498,23,1
R00499,13,1
R00500,18,1
R00501,15,1
R00502,5,1
R00503,9,1
R00504,21,1
R00505,14,1
R00506,23,1
R00507,8,1
R00508,234,1
R00509,21659,1
R00510,17,1
R00511,25,1
R00512,11,1
R00513,8,1
R00514,17,1
R00515,23,1
R00516,173,1
R00517,6,1
R00518,8992,1
R00519,7,1
R00520,9,1
R00521,6,1
R00522,203,1
R00523,20,1
R00524,18,1
R00525,15,1
R00526,23,1
R00527,5,1
R00528,22,1
R00529,18,1
R00530,8,1
R00531,22,1
R00532,16,1
R00533,25,1
R00534,12,1
R00535,21,1
R00536,20,1
R00537,6,1
R00538,23,1
R00539,18,1
R00540,20,1
R00541,27422,1
R00542,332,1
R00543,24,1
R00544,22,1
R00545,156,1
R00546,25,1
R00547,10,1
R00548,16,1
R00549,7,1
R00550,8,1
R00551,20,1
R00552,23,1
R00553,178,1
R00554,8,1
R00555,300,1
R00556,9,1
R00557,10017,1
R00558,13,1
R00559,12,1
R00560,9,1
R00561,17,1
R00562,10,1
R00563,14,1
R00564,7,1
R00565,24,1
R00566,23,1
R00567,19,1
R00568,25,1
R00569,274,1
R00570,7,1
R00571,12,1
R00572,24,1
R00573,307,1
R00574,17,1
R00575,377,1
R00576,7,1
R00577,323,1
R00578,5,1
R00579,25,1
R00580,135,1
R00581,6,1
R00582,25,1
R00583,23,1
R00584,15,1
R00585,21,1
R00586,9966,1
R00587,234,1
R00588,17,1
R00589,17,1
R00590,13,1
R00591,12,1
R00592,5,1
R00593,5,1
R00594,15,1
R00595,14,1
R00596,14,1
R00597,23,1
R00598,230,1
R00599,22,1
R00600,12,1
R00601,24,1
R00602,14,1
R00603,19,1
R00604,12,1
R00605,14,1
R00606,17,1
R00607,21,1
R00608,24,1
R00609,14,1
R00610,8,1
R00611,24,1
R00612,20,1
R00613,25,1
R00614,18,1
R00615,19,1
R00616,7,1
R00617,20,1
R00618,385,1
R00619,22,1
R00620,22,1
R00621,383,1
R00622,14,1
R00623,7623,1
R00624,16,1
R00625,400,1
R00626,18,1
R00627,27290,1
R00628,225,1
R00629,5,1
R00630,24,1
R00631,22,1
R00632,13,1
R00633,6,1
R00634,11,1
R00635,14,1
R00636,25,1
R00637,8,1
R00638,22,1
R00639,223,1
R00640,25266,1
R00641,17,1
R00642,20,1
R00643,8,1
R00644,16,1
R00645,15,1
R00646,21,1
R00647,25,1
R00648,9,1
R00649,14,1
R00650,16,1
R00651,6,1
R00652,18,1
R00653,246,1
R00654,6,1
R00655,324,1
R00656,7,1
R00657,8,1
R00658,14,1
R00659,21,1
R00660,8,1
R00661,22,1
R00662,159,1
R00663,20,1
R00664,194,1
R00665,7,1
R00666,15,1
R00667,24,1
R00668,19,1
R00669,332,1
R00670,16,1
R00671,19,1
R00672,13,1
R00673,11,1
R00674,14,1
R00675,16,1
R00676,232,1
R00677,13,1
R00678,9,1
R00679,16,1
R00680,11,1
R00681,23,1
R00682,11,1
R00683,12250,1
R00684,18,1
R00685,13,1
R00686,12246,1
R00687,20,1
R00688,6,1
R00689,19,1
R00690,12,1
R00691,9,1
R00692,13,1
R00693,15,1
R00694,16,1
R00695,22,1
R00696,19,1
R00697,16,1
R00698,5,1
R00699,14,1
R00700,20,1
R00701,18,1
R00702,19,1
R00703,15,1
R00704,24,1
R00705,20,1
R00706,23,1
R00707,10,1
R00708,9,1
R00709,8,1
R00710,13,1
R00711,7,1
R00712,13016,1
R00713,14,1
R00714,147,1
R00715,26401,1
R00716,18,1
R00717,354,1
R00718,5,1
R00719,19,1
R00720,15,1
R00721,20,1
R00722,12,1
R00723,19,1
R00724,16,1
R00725,13,1
R00726,23,1
R00727,24,1
R00728,18,1
R00729,18612,1
R00730,5,1
R00731,153,1
R00732,22674,1
R00733,349,1
R00734,7879,1
R00735,10,1
R00736,22,1
R00737,15,1
R00738,22,1
R00739,7,1
R00740,358,1
R00741,25,1
R00742,9,1
R00743,7,1
R00744,24,1
R00745,14,1
R00746,15,1
R00747,9,1
R00748,16,1
R00749,20,1
R00750,18,1
R00751,11,1
R00752,16,1
R00753,22,1
R00754,368,1
R00755,25,1
R00756,12,1
R00757,15,1
R00758,400,1
R00759,306,1
R00760,22,1
R00761,324,1
R00762,16,1
R00763,24,1
R00764,243,1
R00765,25,1
R00766,22,1
R00767,5,1
R00768,9,1
R00769,7,1
R00770,23,1
R00771,17,1
R00772,22,1
R00773,5,1
R00774,17,1
R00775,18,1
R00776,6,1
R00777,13,1
R00778,24,1
R00779,9,1
R00780,12,1
R00781,26255,1
R00782,25,1
R00783,11,1
R00784,14,1
R00785,9,1
R00786,17,1
R00787,14,1
R00788,328,1
R00789,18516,1
R00790,11,1
R00791,11,1
R00792,22,1
R00793,18,1
R00794,23,1
R00795,254,1
R00796,25,1
R00797,20,1
R00798,360,1
R00799,21,1
R00800,23,1
R00801,13,1
R00802,23,1
R00803,5,1
R00804,140,1
R00805,163,1
R00806,5,1
R00807,285,1
R00808,292,1
R00809,118,1
R00810,304,1
R00811,18,1
R00812,19,1
R00813,21,1
R00814,7,1
R00815,13334,1
R00816,13,1
R00817,12,1
R00818,18227,1
R00819,11,1
R00820,15,1
R00821,24,1
R00822,19,1
R00823,14,1
R00824,15,1
R00825,7,1
R00826,6,1
R00827,10,1
R00828,391,1
R00829,320,1
R00830,24,1
R00831,25,1
R00832,9,1
R00833,9,1
R00834,23,1
R00835,6,1
R00836,17,1
R00837,17,1
R00838,18,1
R00839,25083,1
R00840,8643,1
R00841,24,1
R00842,22,1
R00843,15,1
R00844,5,1
R00845,10,1
R00846,12,1
R00847,307,1
R00848,12,1
R00849,24,1
R00850,18,1
R00851,5,1
R00852,5,1
R00853,19,1
R00854,6,1
R00855,22,1
R00856,22,1
R00857,10,1
R00858,10,1
R00859,6,1
R00860,17,1
R00861,13,1
R00862,5,1
R00863,8,1
R00864,15,1
R00865,5,1
R00866,14,1
R00867,6,1
R00868,20,1
R00869,357,1
R00870,22,1
R00871,28719,1
R00872,5,1
R00873,23,1
R00874,17,1
R00875,314,1
R00876,309,1
R00877,6,1
R00878,24,1
R00879,19,1
R00880,11,1
R00881,23,1
R00882,344,1
R00883,20,1
R00884,13,1
R00885,11,1
R00886,23,1
R00887,9,1
R00888,20,1
R00889,14,1
R00890,9,1
R00891,16,1
R00892,190,1
R00893,371,1
R00894,13,1
R00895,19,1
R00896,395,1
R00897,21,1
R00898,307,1
R00899,266,1
R00900,5,1
R00901,18945,1
R00902,9,1
R00903,25,1
R00904,17,1
R00905,25,1
R00906,253,1
R00907,25,1
R00908,364,1
R00909,19,1
R00910,14,1
R00911,11,1
R00912,20,1
R00913,20,1
R00914,6,1
R00915,22,1
R00916,20,1
R00917,12,1
R00918,10,1
R00919,8,1
R00920,17,1
R00921,18,1
R00922,15,1
R00923,336,1
R00924,14,1
R00925,24,1
R00926,7,1
R00927,22,1
R00928,22,1
R00929,10,1
R00930,7,1
R00931,371,1
R00932,8,1
R00933,6,1
R00934,318,1
R00935,14,1
R00936,6,1
R00937,12,1
R00938,12,1
R00939,25,1
R00940,19,1
R00941,13,1
R00942,21,1
R00943,22,1
R00944,15,1
R00945,10,1
R00946,7,1
R00947,297,1
R00948,9,1
R00949,18,1
R00950,241,1
R00951,182,1
R00952,18,1
R00953,24,1
R00954,21,1
R00955,14,1
R00956,212,1
R00957,18,1
R00958,15,1
R00959,12,1
R00960,283,1
R00961,16259,1
R00962,8,1
R00963,10,1
R00964,13,1
R00965,23,1
R00966,25,1
R00967,8,1
R00968,7,1
R00969,21,1
R00970,5,1
R00971,21,1
R00972,11,1
R00973,21,1
R00974,149,1
R00975,359,1
R00976,6,1
R00977,6,1
R00978,270,1
R00979,9,1
R00980,12,1
R00981,20,1
R00982,12,1
R00983,10,1
R00984,164,1
R00985,14,1
R00986,25,1
R00987,24,1
R00988,12,1
R00989,18,1
R00990,22,1
R00991,16,1
R00992,21072,1
R00993,14,1
R00994,104,1
R00995,17,1
R00996,20686,1
R00997,20,1
R00998,8,1
R00999,15,1
R01000,10,1
R01001,22,1
R01002,7,1
R01003,16,1
R01004,23,1
R01005,346,1
R01006,11,1
R01007,291,1
R01008,24,1
R01009,238,1
R01010,16,1
R01011,23,1
R01012,7,1
R01013,16,1
R01014,102,1
R01015,386,1
R01016,9,1
R01017,260,1
R01018,14,1
R01019,15,1
R01020,22,1
R01021,10,1
R01022,12,1
R01023,15,1
R01024,23,1
R01025,11,1
R01026,20,1
R01027,147,1
R01028,138,1
R01029,23,1
R01030,23,1
R01031,27791,1
R01032,5,1
R01033,23,1
R01034,368,1
R01035,347,1
R01036,7,1
R01037,6,1
R01038,11,1
R01039,7,1
R01040,13,1
R01041,14,1
R01042,23,1
R01043,5,1
R01044,18,1
R01045,18,1
R01046,5,1
R01047,12,1
R01048,23,1
R01049,322,1
R01050,5,1
R01051,21,1
R01052,19,1
R01053,23,1
R01054,9,1
R01055,15,1
R01056,19,1
R01057,12,1
R01058,20113,1
R01059,6,1
R01060,18,1
R01061,184,1
R01062,21,1
R01063,22,1
R01064,21200,1
R01065,20,1
R01066,14,1
R01067,20,1
R01068,21,1
R01069,12,1
R01070,282,1
R01071,25,1
R01072,20530,1
R01073,24,1
R01074,362,1
R01075,11,1
R01076,23,1
R01077,11,1
R01078,23,1
R01079,9237,1
R01080,6,1
R01081,13,1
R01082,10,1
R01083,14,1
R01084,10,1
R01085,25,1
R01086,279,1
R01087,15,1
R01088,14,1
R01089,141,1
R01090,17,1
R01091,11,1
R01092,18,1
R01093,8,1
R01094,18,1
R01095,21,1
R01096,19,1
R01097,5,1
R01098,175,1
R01099,274,1
R01100,15,1
R01101,20,1
R01102,12,1
R01103,393,1
R01104,9115,1
R01105,19,1
R01106,6,1
R01107,21,1
R01108,25,1
R01109,12,1
R01110,22,1
R01111,22,1
R01112,6,1
R01113,24,1
R01114,190,1
R01115,23,1
R01116,12,1
R01117,10,1
R01118,22,1
R01119,22,1
R01120,8,1
R01121,23,1
R01122,7799,1
R01123,21,1
R01124,9,1
R01125,17573,1
R01126,8,1
R01127,11,1
R01128,13,1
R01129,6,1
R01130,22,1
R01131,17,1
R01132,25,1
R01133,8,1
R01134,20,1
R01135,7,1
R01136,7,1
R01137,11,1
R01138,24,1
R01139,115,1
R01140,9,1
R01141,19,1
R01142,14,1
R01143,18663,1
R01144,12268,1
R01145,310,1
R01146,8,1
R01147,10,1
R01148,20,1
R01149,28446,1
R01150,8,1
R01151,6,1
R01152,9,1
R01153,109,1
R01154,201,1
R01155,9,1
R01156,14,1
R01157,7,1
R01158,18,1
R01159,13,1
R01160,16,1
R01161,16,1
R01162,11,1
R01163,25,1
R01164,19,1
R01165,5,1
R01166,25,1
R01167,381,1
R01168,20,1
R01169,21,1
R01170,18,1
R01171,25,1
R01172,14,1
R01173,5,1
R01174,18,1
R01175,202,1
R01176,17,1
R01177,8,1
R01178,379,1
R01179,14,1
R01180,5,1
R01181,367,1
R01182,7,1
R01183,13311,1
R01184,155,1
R01185,8,1
R01186,19,1
R01187,20,1
R01188,119,1
R01189,11,1
R01190,23,1
R01191,13,1
R01192,17,1
R01193,22,1
R01194,19,1
R01195,6,1
R01196,16,1
R01197,25,1
R01198,8,1
R01199,21,1
R01200,14,1
R01201,113,1
R01202,136,1
R01203,9,1
R01204,8,1
R01205,11,1
R01206,20,1
R01207,383,1
R01208,9,1
R01209,185,1
R01210,24,1
R01211,7,1
R01212,7,1
R01213,107,1
R01214,18,1
R01215,11,1
R01216,10,1
R01217,6,1
R01218,8,1
R01219,318,1
R01220,292,1
R01221,17,1
R01222,388,1
R01223,143,1
R01224,9,1
R01225,6,1
R01226,16,1
R01227,5,1
R01228,14297,1
R01229,21,1
R01230,10,1
R01231,17,1
R01232,20,1
R01233,24,1
R01234,9,1
R01235,23,1
R01236,17,1
R01237,18,1
R01238,19,1
R01239,25,1
R01240,25,1
R01241,15,1
R01242,25,1
R01243,24,1
R01244,6,1
R01245,11876,1
R01246,8,1
R01247,9,1
R01248,13,1
R01249,14,1
R01250,12,1
R01251,17514,1
R01252,14,1
R01253,22,1
R01254,13,1
R01255,14,1
R01256,21,1
R01257,10,1
R01258,20,1
R01259,8,1
R01260,13,1
R01261,164,1
R01262,6,1
R01263,16,1
R01264,24,1
R01265,5,1
R01266,15,1
R01267,12,1
R01268,18,1
R01269,351,1
R01270,399,1
R01271,6,1
R01272,23,1
R01273,268,1
R01274,6,1
R01275,23,1
R01276,133,1
R01277,10,1
R01278,17,1
R01279,9,1
R01280,7,1
R01281,14,1
R01282,164,1
R01283,12,1
R01284,14,1
R01285,191,1
R01286,10,1
R01287,29412,1
R01288,6,1
R01289,25,1
R01290,17,1
R01291,7274,1
R01292,19,1
R01293,18871,1
R01294,19,1
R01295,25,1
R01296,25,1
R01297,8,1
R01298,11,1
R01299,21,1
R01300,24,1
R01301,5,1
R01302,19,1
R01303,7,1
R01304,5,1
R01305,19,1
R01306,25,1
R01307,299,1
R01308,12,1
R01309,6331,1
R01310,116,1
R01311,15,1
R01312,17933,1
R01313,10,1
R01314,22,1
R01315,369,1
R01316,194,1
R01317,391,1
R01318,172,1
R01319,16,1
R01320,24,1
R01321,9,1
R01322,14,1
R01323,256,1
R01324,23,1
R01325,179,1
R01326,9,1
R01327,24,1
R01328,24932,1
R01329,259,1
R01330,24416,1
R01331,23,1
R01332,10,1
R01333,198,1
R01334,12,1
R01335,21,1
R01336,20,1
R01337,330,1
R01338,15,1
R01339,20,1
R01340,223,1
R01341,19,1
R01342,22,1
R01343,22,1
R01344,10,1
R01345,21,1
R01346,22679,1
R01347,24,1
R01348,21,1
R01349,11,1
R01350,6,1
R01351,24,1
R01352,15,1
R01353,6,1
R01354,10,1
R01355,25,1
R01356,9,1
R01357,25,1
R01358,16,1
R01359,16,1
R01360,7,1
R01361,12,1
R01362,21,1
R01363,16,1
R01364,15,1
R01365,24,1
R01366,7013,1
R01367,8,1
R01368,6,1
R01369,211,1
R01370,8,1
R01371,25,1
R01372,18,1
R01373,14,1
R01374,8,1
R01375,11,1
R01376,25,1
R01377,21,1
R01378,18,1
R01379,18,1
R01380,16,1
R01381,381,1
R01382,25,1
R01383,5,1
R01384,11565,1
R01385,236,1
R01386,16,1
R01387,20,1
R01388,9,1
R01389,14,1
R01390,257,1
R01391,13,1
R01392,7,1
R01393,366,1
R01394,12,1
R01395,7,1
R01396,9,1
R01397,20,1
R01398,22,1
R01399,23,1
R01400,18,1
R01401,14,1
R01402,20,1
R01403,6,1
R01404,18,1
R01405,246,1
R01406,18,1
R01407,265,1
R01408,204,1
R01409,11,1
R01410,20,1
R01411,11,1
R01412,8,1
R01413,5098,1
R01414,9,1
R01415,21,1
R01416,13,1
R01417,224,1
R01418,9,1
R01419,10,1
R01420,6,1
R01421,11,1
R01422,23,1
R01423,13,1
R01424,9,1
R01425,20,1
R01426,10944,1
R01427,8,1
R01428,137,1
R01429,7,1
R01430,284,1
R01431,222,1
R01432,345,1
R01433,24,1
R01434,21,1
R01435,18,1
R01436,342,1
R01437,11,1
R01438,19,1
R01439,16,1
R01440,313,1
R01441,8,1
R01442,25,1
R01443,8,1
R01444,11,1
R01445,5,1
R01446,15,1
R01447,14,1
R01448,22,1
R01449,7,1
R01450,17,1
R01451,15,1
R01452,22,1
R01453,17,1
R01454,7,1
R01455,15,1
R01456,24,1
R01457,20,1
R01458,7,1
R01459,19216,1
R01460,7,1
R01461,20,1
R01462,9,1
R01463,302,1
R01464,19,1
R01465,18,1
R01466,12,1
R01467,186,1
R01468,23,1
R01469,18,1
R01470,13,1
R01471,13,1
R01472,16,1
R01473,23,1
R01474,25140,1
R01475,333,1
R01476,16,1
R01477,5,1
R01478,21,1
R01479,20,1
R01480,16,1
R01481,270,1
R01482,11,1
R01483,11,1
R01484,15,1
R01485,169,1
R01486,238,1
R01487,14959,1
R01488,12,1
R01489,399,1
R01490,9,1
R01491,24,1
R01492,395,1
R01493,24,1
R01494,23,1
R01495,302,1
R01496,18,1
R01497,24,1
R01498,20994,1
R01499,22,1
R01500,15,1
R01501,11,1
R01502,206,1
R01503,209,1
R01504,325,1
R01505,12,1
R01506,21349,1
R01507,18,1
R01508,25,1
R01509,7,1
R01510,9,1
R01511,19,1
R01512,5,1
R01513,25,1
R01514,5,1
R01515,21,1
R01516,24,1
R01517,23,1
R01518,16,1
R01519,22,1
R01520,6,1
R01521,25,1
R01522,9,1
R01523,24,1
R01524,18,1
R01525,11,1
R01526,14,1
R01527,14,1
R01528,6,1
R01529,9,1
R01530,270,1
R01531,15433,1
R01532,15,1
R01533,16,1
R01534,7,1
R01535,19,1
R01536,12,1
R01537,5,1
R01538,10,1
R01539,22,1
R01540,12,1
R01541,11,1
R01542,14,1
R01543,7,1
R01544,10,1
R01545,6,1
R01546,378,1
R01547,22,1
R01548,6,1
R01549,11,1
R01550,157,1
R01551,19,1
R01552,21,1
R01553,15,1
R01554,22,1
R01555,199,1
R01556,19,1
R01557,13,1
R01558,19,1
R01559,20,1
R01560,24,1
R01561,24,1
R01562,6,1
R01563,21,1
R01564,8,1
R01565,21,1
R01566,16,1
R01567,25,1
R01568,6,1
R01569,10,1
R01570,16,1
R01571,6,1
R01572,16,1
R01573,11,1
R01574,19,1
R01575,24987,1
R01576,23,1
R01577,11,1
R01578,18,1
R01579,23,1
R01580,18,1
R01581,290,1
R01582,10,1
R01583,18,1
R01584,10,1
R01585,24,1
R01586,157,1
R01587,12,1
R01588,10,1
R01589,8,1
R01590,363,1
R01591,10211,1
R01592,12419,1
R01593,23,1
R01594,15,1
R01595,25,1
R01596,10,1
R01597,5,1
R01598,253,1
R01599,227,1
R01600,10,1
R01601,13,1
R01602,9,1
R01603,289,1
R01604,26595,1
R01605,14,1
R01606,186,1
R01607,13,1
R01608,25,1
R01609,6,1
R01610,21,1
R01611,7,1
R01612,140,1
R01613,277,1
R01614,156,1
R01615,106,1
R01616,15,1
R01617,107,1
R01618,20,1
R01619,15,1
R01620,339,1
R01621,13,1
R01622,19,1
R01623,351,1
R01624,24,1
R01625,5,1
R01626,8,1
R01627,5,1
R01628,22,1
R01629,23,1
R01630,19,1
R01631,23,1
R01632,20,1
R01633,19,1
R01634,7,1
R01635,13,1
R01636,10,1
R01637,5,1
R01638,8,1
R01639,10,1
R01640,13,1
R01641,15,1
R01642,13,1
R01643,19,1
R01644,117,1
R01645,15,1
R01646,20,1
R01647,374,1
R01648,19,1
R01649,15205,1
R01650,20,1
R01651,16,1
R01652,16,1
R01653,17,1
R01654,13,1
R01655,361,1
R01656,22,1
R01657,8,1
R01658,16,1
R01659,8,1
R01660,19,1
R01661,282,1
R01662,23,1
R01663,22,1
R01664,21,1
R01665,8673,1
R01666,17,1
R01667,23,1
R01668,10,1
R01669,17168,1
R01670,23,1
R01671,22,1
R01672,13987,1
R01673,21,1
R01674,14798,1
R01675,25,1
R01676,11,1
R01677,21,1
R01678,8,1
R01679,16,1
R01680,19,1
R01681,26385,1
R01682,7,1
R01683,16,1
R01684,18187,1
R01685,15,1
R01686,358,1
R01687,181,1
R01688,6,1
R01689,19,1
R01690,12,1
R01691,5,1
R01692,22,1
R01693,200,1
R01694,258,1
R01695,8175,1
R01696,7,1
R01697,23,1
R01698,13,1
R01699,22,1
R01700,16,1
R01701,185,1
R01702,18,1
R01703,20,1
R01704,24,1
R01705,10,1
R01706,5,1
R01707,10,1
R01708,10,1
R01709,22,1
R01710,11,1
R01711,24,1
R01712,17,1
R01713,389,1
R01714,15,1
R01715,21,1
R01716,24,1
R01717,17,1
R01718,11,1
R01719,7,1
R01720,11,1
R01721,11,1
R01722,13,1
R01723,28863,1
R01724,5,1
R01725,24,1
R01726,8,1
R01727,13213,1
R01728,15,1
R01729,23,1
R01730,16,1
R01731,19,1
R01732,14,1
R01733,15,1
R01734,25,1
