job_id,service_time_ms,priority
P00160,35528,1
P00161,16557,1
P00162,11108,1
P00163,68,0
P00164,114,0
P00165,39967,1
P00166,32798,1
P00167,58,0
P00168,5931,1
P00169,43,0
P00170,34140,1
P00171,17967,1
P00172,19226,1
P00173,169,0
P00174,25328,1
P00175,34532,1
P00176,29582,1
P00177,21768,1
P00178,30776,1
P00179,8715,1
P00180,34392,1
P00181,54,0
P00182,113,0
P00183,8293,1
P00184,18214,1
P00185,17525,1
P00186,199,0
P00187,8217,1
P00188,21639,1
P00189,22409,1
P00190,24004,1
P00191,28454,1
P00192,61,0
P00193,130,0
P00194,23774,1
P00195,4916,1
P00196,147,0
P00197,33386,1
P00198,6269,1
P00199,12643,1
P00200,23970,1
P00201,39473,1
P00202,3803,1
P00203,59,0
P00204,27249,1
P00205,13818,1
P00206,21976,1
P00207,8334,1
P00208,30613,1
P00209,150,0
P00210,17404,1
P00211,39,0
P00212,28928,1
P00213,3974,1
P00214,80,0
P00215,8469,1
P00216,12440,1
P00217,156,0
P00218,5708,1
P00219,32060,1
P00220,9648,1
P00221,21184,1
P00222,57,0
P00223,3983,1
P00224,35565,1
P00225,12594,1
P00226,8808,1
P00227,34733,1
P00228,7940,1
P00229,37888,1
P00230,37523,1
P00231,84,0
P00232,36000,1
P00233,18943,1
P00234,25031,1
P00235,4716,1
P00236,33764,1
P00237,36310,1
P00238,60,0
P00239,3423,1
P00240,16054,1
P00241,35267,1
P00242,6898,1
P00243,36051,1
P00244,43,0
P00245,28263,1
P00246,3812,1
P00247,38626,1
P00248,26298,1
P00249,18267,1
P00250,21011,1
P00251,9861,1
P00252,149,0
P00253,183,0
P00254,35240,1
P00255,26,0
P00256,132,0
P00257,24428,1
P00258,190,0
P00259,2094,1
P00260,16353,1
P00261,5693,1
P00262,6535,1
P00263,23464,1
P00264,12831,1
P00265,17905,1
P00266,159,0
P00267,29316,1
P00268,26735,1
P00269,21744,1
P00270,27032,1
P00271,24323,1
P00272,177,0
P00273,83,0
P00274,18823,1
P00275,4865,1
P00276,15711,1
P00277,20632,1
P00278,24004,1
P00279,26629,1
P00280,73,0
P00281,5261,1
P00282,31417,1
P00283,3270,1
P00284,19915,1
P00285,14842,1
P00286,38494,1
P00287,21,0
P00288,28576,1
P00289,52,0
P00290,7187,1
P00291,189,0
P00292,46,0
P00293,2200,1
P00294,20072,1
P00295,10120,1
P00296,24511,1
P00297,11937,1
P00298,16693,1
P00299,63,0
P00300,35393,1
P00301,20269,1
P00302,26419,1
P00303,50,0
P00304,111,0
P00305,32586,1
P00306,33909,1
P00307,164,0
P00308,10214,1
P00309,47,0
P00310,13809,1
P00311,30946,1
P00312,30886,1
P00313,27654,1
P00314,24812,1
P00315,36744,1
P00316,23019,1
P00317,4793,1
P00318,12916,1
P00319,5975,1
P00320,17495,1
P00321,33483,1
P00322,16693,1
P00323,5920,1
P00324,7137,1
P00325,3423,1
P00326,39981,1
P00327,22900,1
P00328,73,0
P00329,186,0
P00330,15486,1
P00331,116,0
P00332,19262,1
P00333,11769,1
P00334,3484,1
P00335,116,0
P00336,97,0
P00337,13328,1
P00338,16345,1
P00339,15741,1
P00340,32152,1
P00341,5531,1
P00342,29776,1
P00343,21238,1
P00344,15738,1
P00345,34883,1
P00346,21195,1
P00347,31144,1
P00348,8213,1
P00349,2638,1
P00350,148,0
P00351,4642,1
P00352,29752,1
P00353,21613,1
P00354,33033,1
P00355,16380,1
P00356,32405,1
P00357,75,0
P00358,14553,1
P00359,8123,1
P00360,31117,1
P00361,14437,1
P00362,11107,1
P00363,5882,1
P00364,2573,1
P00365,22538,1
P00366,11817,1
P00367,17642,1
P00368,25989,1
P00369,13225,1
P00370,15653,1
P00371,29,0
P00372,20969,1
P00373,34413,1
P00374,22184,1
P00375,37577,1
P00376,34615,1
P00377,3177,1
P00378,22373,1
P00379,30939,1
P00380,26171,1
P00381,8380,1
P00382,153,0
P00383,31518,1
P00384,12157,1
P00385,27533,1
P00386,12937,1
P00387,8367,1
P00388,171,0
P00389,14740,1
P00390,25256,1
P00391,133,0
P00392,18769,1
P00393,24190,1
P00394,13757,1
P00395,16287,1
P00396,19199,1
P00397,2306,1
P00398,8627,1
P00399,3185,1
P00400,3525,1
P00401,8636,1
P00402,35026,1
P00403,13431,1
P00404,136,0
P00405,31681,1
P00406,78,0
P00407,25734,1
P00408,33410,1
P00409,88,0
P00410,39631,1
P00411,200,0
P00412,38868,1
P00413,38001,1
P00414,31952,1
P00415,6870,1
P00416,26925,1
P00417,15007,1
P00418,5092,1
P00419,6574,1
P00420,38,0
P00421,36363,1
P00422,107,0
P00423,18322,1
P00424,11080,1
P00425,113,0
P00426,93,0
P00427,14142,1
P00428,29461,1
P00429,19910,1
P00430,11339,1
P00431,3042,1
P00432,36831,1
P00433,31748,1
P00434,10291,1
P00435,7000,1
P00436,13943,1
P00437,37614,1
P00438,14959,1
P00439,35634,1
P00440,27861,1
P00441,85,0
P00442,23,0
P00443,25,0
P00444,18617,1
P00445,162,0
P00446,2847,1
P00447,4657,1
P00448,16512,1
P00449,28,0
P00450,24383,1
P00451,14121,1
P00452,10649,1
P00453,26,0
P00454,23330,1
P00455,23604,1
P00456,7886,1
P00457,38677,1
P00458,13767,1
P00459,18945,1
P00460,34965,1
P00461,158,0
P00462,18113,1
P00463,13615,1
P00464,14471,1
P00465,2322,1
P00466,23889,1
P00467,24692,1
P00468,26512,1
P00469,18988,1
P00470,195,0
P00471,119,0
P00472,147,0
P00473,198,0
P00474,28784,1
P00475,12877,1
P00476,3916,1
P00477,140,0
P00478,3115,1
P00479,7823,1
P00480,19080,1
P00481,5321,1
P00482,21731,1
P00483,39745,1
P00484,33586,1
P00485,14190,1
P00486,22878,1
P00487,165,0
P00488,25760,1
P00489,167,0
P00490,72,0
P00491,12132,1
P00492,4066,1
P00493,3586,1
P00494,19738,1
P00495,37137,1
P00496,36106,1
P00497,27180,1
P00498,117,0
P00499,65,0
P00500,153,0
P00501,37686,1
P00502,18185,1
P00503,37229,1
P00504,39741,1
P00505,19244,1
P00506,191,0
P00507,26840,1
P00508,35,0
P00509,24245,1
P00510,34240,1
P00511,2367,1
P00512,14243,1
P00513,35,0
P00514,198,0
P00515,16023,1
P00516,6534,1
P00517,116,0
P00518,17170,1
P00519,16523,1
P00520,11249,1
P00521,14141,1
P00522,35,0
P00523,38387,1
P00524,13465,1
P00525,22373,1
P00526,10061,1
P00527,35255,1
P00528,86,0
P00529,10279,1
P00530,33101,1
P00531,135,0
P00532,39040,1
P00533,20752,1
P00534,46,0
P00535,30487,1
P00536,33760,1
P00537,35602,1
P00538,4599,1
P00539,49,0
P00540,69,0
P00541,30487,1
P00542,27831,1
P00543,24841,1
P00544,32851,1
P00545,25290,1
P00546,20704,1
P00547,16809,1
P00548,19428,1
P00549,31208,1
P00550,30513,1
P00551,25905,1
P00552,28174,1
P00553,6991,1
P00554,36397,1
P00555,31,0
P00556,23308,1
P00557,14567,1
P00558,28323,1
P00559,14284,1
P00560,110,0
P00561,182,0
P00562,31079,1
P00563,8947,1
P00564,183,0
P00565,4305,1
P00566,145,0
P00567,5538,1
P00568,24829,1
P00569,3739,1
P00570,24,0
P00571,77,0
P00572,29940,1
P00573,11733,1
P00574,36337,1
P00575,11463,1
P00576,27435,1
P00577,27584,1
P00578,23883,1
P00579,12092,1
P00580,144,0
P00581,9479,1
P00582,16907,1
P00583,19734,1
P00584,13250,1
P00585,3827,1
P00586,134,0
P00587,112,0
P00588,105,0
P00589,184,0
P00590,187,0
P00591,131,0
P00592,30718,1
P00593,19662,1
P00594,26653,1
P00595,28350,1
P00596,25261,1
P00597,23345,1
P00598,24248,1
P00599,21490,1
P00600,18272,1
P00601,159,0
P00602,31005,1
P00603,15143,1
P00604,18453,1
P00605,181,0
P00606,12125,1
P00607,23161,1
P00608,20350,1
P00609,39626,1
P00610,25578,1
P00611,35647,1
P00612,198,0
P00613,61,0
P00614,25,0
P00615,32769,1
P00616,32230,1
P00617,8930,1
P00618,198,0
P00619,18500,1
P00620,113,0
P00621,30180,1
P00622,31157,1
P00623,23408,1
P00624,8251,1
P00625,26687,1
P00626,6166,1
P00627,12361,1
P00628,20190,1
P00629,117,0
P00630,30191,1
P00631,33,0
P00632,14528,1
P00633,21262,1
P00634,109,0
P00635,37446,1
P00636,6473,1
P00637,33,0
P00638,31870,1
P00639,24888,1
P00640,16459,1
P00641,144,0
P00642,9575,1
P00643,29524,1
P00644,31626,1
P00645,32765,1
P00646,39858,1
P00647,2943,1
P00648,22216,1
P00649,3432,1
P00650,18392,1
P00651,39360,1
P00652,47,0
P00653,19509,1
P00654,5671,1
P00655,38558,1
P00656,23719,1
P00657,22879,1
P00658,39595,1
P00659,177,0
P00660,147,0
P00661,198,0
P00662,21775,1
P00663,10727,1
P00664,26574,1
P00665,23836,1
P00666,21034,1
P00667,24966,1
P00668,152,0
P00669,14000,1
P00670,8630,1
P00671,3149,1
P00672,38751,1
P00673,5123,1
P00674,32820,1
P00675,13016,1
P00676,11659,1
P00677,38561,1
P00678,162,0
P00679,27826,1
P00680,27370,1
P00681,3429,1
P00682,21698,1
P00683,26,0
P00684,8367,1
P00685,75,0
P00686,27907,1
P00687,21097,1
P00688,102,0
P00689,25423,1
P00690,9366,1
P00691,3972,1
P00692,28423,1
P00693,39,0
P00694,36257,1
P00695,19291,1
P00696,11689,1
P00697,25,0
P00698,38407,1
P00699,20191,1
P00700,163,0
P00701,26170,1
P00702,19354,1
P00703,33784,1
P00704,11008,1
P00705,33116,1
P00706,22328,1
P00707,32564,1
P00708,55,0
P00709,10356,1
P00710,19015,1
P00711,9680,1
P00712,10390,1
P00713,132,0
P00714,160,0
P00715,4215,1
P00716,21918,1
P00717,27574,1
P00718,73,0
P00719,14242,1
P00720,33136,1
P00721,31010,1
P00722,3253,1
P00723,108,0
P00724,28643,1
P00725,7697,1
P00726,16725,1
P00727,7152,1
P00728,4089,1
P00729,14614,1
P00730,14776,1
P00731,9292,1
P00732,22190,1
P00733,192,0
P00734,16394,1
P00735,159,0
P00736,15451,1
P00737,22612,1
P00738,123,0
P00739,145,0
P00740,57,0
P00741,4231,1
P00742,162,0
P00743,27,0
P00744,29250,1
P00745,22193,1
P00746,28166,1
P00747,4129,1
P00748,22356,1
P00749,121,0
P00750,39646,1
P00751,13745,1
P00752,63,0
P00753,198,0
P00754,3463,1
P00755,26506,1
P00756,32424,1
P00757,39244,1
P00758,11511,1
P00759,38884,1
P00760,115,0
P00761,2731,1
P00762,4804,1
P00763,24132,1
P00764,18639,1
P00765,24595,1
P00766,58,0
P00767,9139,1
P00768,39691,1
P00769,39120,1
P00770,37917,1
P00771,30114,1
P00772,20655,1
P00773,10158,1
P00774,4417,1
P00775,24408,1
P00776,16171,1
P00777,20948,1
P00778,22,0
P00779,15452,1
P00780,14061,1
P00781,80,0
P00782,3482,1
P00783,94,0
P00784,5295,1
P00785,7334,1
P00786,8641,1
P00787,32259,1
P00788,2777,1
P00789,113,0
P00790,32618,1
P00791,36641,1
P00792,143,0
P00793,28209,1
P00794,30213,1
P00795,39984,1
P00796,80,0
P00797,17522,1
P00798,2421,1
P00799,38917,1
P00800,14280,1
P00801,185,0
P00802,32357,1
P00803,22472,1
P00804,26477,1
P00805,36108,1
P00806,37778,1
P00807,28118,1
P00808,21534,1
P00809,4910,1
P00810,28433,1
P00811,199,0
P00812,5513,1
P00813,28778,1
P00814,2941,1
P00815,43,0
P00816,29477,1
P00817,35361,1
P00818,20451,1
P00819,27796,1
P00820,13236,1
P00821,2200,1
P00822,10457,1
P00823,67,0
P00824,25432,1
P00825,4526,1
P00826,22850,1
P00827,18825,1
P00828,5244,1
P00829,193,0
P00830,34972,1
P00831,10549,1
P00832,34440,1
P00833,20567,1
P00834,11631,1
P00835,158,0
P00836,11335,1
P00837,2117,1
P00838,19576,1
P00839,31386,1
P00840,2601,1
P00841,8887,1
P00842,8906,1
P00843,37488,1
P00844,13444,1
P00845,18178,1
P00846,102,0
P00847,9771,1
P00848,120,0
P00849,82,0
P00850,12240,1
P00851,13372,1
P00852,22630,1
P00853,26212,1
P00854,174,0
P00855,24316,1
P00856,14488,1
P00857,14658,1
P00858,13422,1
P00859,28337,1
P00860,7130,1
P00861,29468,1
P00862,27317,1
P00863,32723,1
P00864,14904,1
P00865,79,0
P00866,9711,1
P00867,191,0
P00868,8580,1
P00869,12909,1
P00870,28897,1
P00871,162,0
P00872,116,0
P00873,39992,1
P00874,32972,1
P00875,7009,1
P00876,145,0
P00877,97,0
P00878,157,0
P00879,79,0
P00880,29361,1
P00881,29,0
P00882,58,0
P00883,7809,1
P00884,20048,1
P00885,3478,1
P00886,29277,1
P00887,28957,1
P00888,14571,1
P00889,132,0
P00890,24585,1
P00891,28521,1
P00892,11196,1
P00893,192,0
P00894,6295,1
P00895,35448,1
P00896,20435,1
P00897,14997,1
P00898,8547,1
P00899,9950,1
P00900,9476,1
P00901,13362,1
P00902,173,0
P00903,38467,1
P00904,37979,1
P00905,34453,1
P00906,56,0
P00907,13923,1
P00908,2100,1
P00909,2398,1
P00910,28466,1
P00911,10852,1
P00912,26119,1
P00913,30851,1
P00914,34560,1
P00915,27589,1
P00916,14591,1
P00917,14917,1
P00918,31396,1
P00919,9191,1
P00920,22029,1
P00921,12305,1
P00922,22442,1
P00923,152,0
P00924,13053,1
P00925,59,0
P00926,32,0
P00927,110,0
P00928,16972,1
P00929,8346,1
P00930,36838,1
P00931,14469,1
P00932,5633,1
P00933,27172,1
P00934,37169,1
P00935,6437,1
P00936,127,0
P00937,5319,1
P00938,32663,1
P00939,31226,1
P00940,33996,1
P00941,39943,1
P00942,16269,1
P00943,34721,1
P00944,90,0
P00945,81,0
P00946,8948,1
P00947,24317,1
P00948,138,0
P00949,165,0
P00950,25,0
P00951,38241,1
P00952,29109,1
P00953,2149,1
P00954,97,0
P00955,98,0
P00956,30588,1
P00957,22476,1
P00958,11766,1
P00959,35114,1
P00960,32492,1
P00961,36671,1
P00962,9255,1
P00963,28283,1
P00964,17723,1
P00965,13905,1
P00966,39392,1
P00967,15987,1
P00968,25351,1
P00969,20209,1
P00970,7948,1
P00971,19060,1
P00972,23929,1
P00973,49,0
P00974,33726,1
P00975,34692,1
P00976,15627,1
P00977,17569,1
P00978,97,0
P00979,13098,1
P00980,22629,1
P00981,34794,1
P00982,39994,1
P00983,19156,1
P00984,8291,1
P00985,158,0
P00986,3013,1
P00987,12516,1
P00988,34122,1
P00989,5913,1
P00990,33223,1
P00991,22309,1
P00992,28745,1
P00993,122,0
P00994,8152,1
P00995,100,0
P00996,101,0
P00997,24338,1
P00998,27034,1
P00999,23747,1
P01000,31,0
P01001,16140,1
P01002,34238,1
P01003,72,0
P01004,25208,1
P01005,21184,1
P01006,6121,1
P01007,11101,1
P01008,66,0
P01009,15891,1
P01010,30639,1
P01011,6332,1
P01012,19865,1
P01013,97,0
P01014,18059,1
P01015,22732,1
P01016,11623,1
P01017,24539,1
P01018,115,0
P01019,29277,1
P01020,153,0
P01021,28255,1
P01022,14513,1
P01023,28298,1
P01024,16869,1
P01025,14229,1
P01026,28219,1
P01027,5963,1
P01028,191,0
P01029,128,0
P01030,72,0
P01031,4369,1
P01032,27330,1
P01033,2999,1
P01034,33855,1
P01035,27769,1
P01036,30800,1
P01037,188,0
P01038,12619,1
P01039,144,0
P01040,2248,1
P01041,4341,1
P01042,25761,1
P01043,16572,1
P01044,21263,1
P01045,138,0
P01046,172,0
P01047,3749,1
P01048,196,0
P01049,13201,1
P01050,16576,1
P01051,24303,1
P01052,16271,1
P01053,13297,1
P01054,65,0
P01055,12868,1
P01056,35176,1
P01057,8175,1
P01058,14658,1
P01059,20319,1
P01060,18704,1
P01061,124,0
P01062,166,0
P01063,36548,1
P01064,100,0
P01065,12973,1
P01066,36015,1
P01067,18645,1
P01068,149,0
P01069,7612,1
P01070,106,0
P01071,196,0
P01072,28487,1
P01073,31710,1
P01074,60,0
P01075,32110,1
P01076,3111,1
P01077,48,0
P01078,11708,1
P01079,25693,1
P01080,175,0
P01081,7554,1
P01082,3940,1
P01083,22970,1
P01084,23023,1
P01085,11078,1
P01086,178,0
P01087,27843,1
P01088,32154,1
P01089,31426,1
P01090,79,0
P01091,196,0
P01092,38,0
P01093,34357,1
P01094,4398,1
P01095,137,0
P01096,52,0
P01097,32583,1
P01098,14106,1
P01099,13897,1
P01100,58,0
P01101,39188,1
P01102,17599,1
P01103,22451,1
P01104,13854,1
P01105,8578,1
P01106,141,0
P01107,23435,1
P01108,2049,1
P01109,6402,1
P01110,30083,1
P01111,22873,1
P01112,39955,1
P01113,37994,1
P01114,11057,1
P01115,135,0
P01116,4756,1
P01117,13750,1
P01118,7209,1
P01119,5201,1
P01120,24035,1
P01121,25635,1
P01122,27961,1
P01123,31779,1
P01124,32737,1
P01125,8162,1
P01126,20562,1
P01127,33469,1
P01128,34396,1
P01129,31290,1
P01130,25323,1
P01131,125,0
P01132,13101,1
P01133,35442,1
P01134,33402,1
P01135,12413,1
P01136,6899,1
P01137,197,0
P01138,39706,1
P01139,21189,1
P01140,21563,1
P01141,22281,1
P01142,4212,1
P01143,35194,1
P01144,35844,1
P01145,23624,1
P01146,37465,1
P01147,25329,1
P01148,2548,1
P01149,6261,1
P01150,35521,1
P01151,20,0
P01152,21952,1
P01153,3678,1
P01154,24359,1
P01155,18369,1
P01156,7760,1
P01157,39840,1
P01158,31363,1
P01159,27610,1
P01160,17488,1
P01161,16039,1
P01162,34468,1
P01163,25201,1
P01164,24585,1
P01165,29696,1
P01166,26921,1
P01167,7904,1
P01168,144,0
P01169,7013,1
P01170,37204,1
P01171,179,0
P01172,129,0
P01173,29243,1
P01174,4540,1
P01175,57,0
P01176,8968,1
P01177,4518,1
P01178,33498,1
P01179,22764,1
P01180,39725,1
P01181,7001,1
P01182,33,0
P01183,22966,1
P01184,23093,1
P01185,22952,1
P01186,21877,1
P01187,117,0
P01188,24880,1
P01189,33941,1
P01190,35530,1
P01191,38428,1
P01192,9578,1
P01193,179,0
P01194,31,0
P01195,22640,1
P01196,16853,1
P01197,23565,1
P01198,36579,1
P01199,25488,1
P01200,13719,1
P01201,16601,1
P01202,4245,1
P01203,7121,1
P01204,15641,1
P01205,28390,1
P01206,37440,1
P01207,28265,1
P01208,9926,1
P01209,3841,1
P01210,3164,1
P01211,54,0
P01212,20410,1
P01213,34464,1
P01214,36692,1
P01215,18417,1
P01216,29686,1
P01217,36963,1
P01218,14060,1
P01219,14448,1
P01220,26966,1
P01221,18092,1
P01222,31893,1
P01223,19723,1
P01224,34902,1
P01225,8534,1
P01226,22000,1
P01227,35068,1
P01228,13410,1
P01229,7430,1
P01230,12037,1
P01231,4318,1
P01232,35655,1
P01233,37,0
P01234,38378,1
P01235,6335,1
P01236,19745,1
P01237,10093,1
P01238,23496,1
P01239,164,0
P01240,73,0
P01241,106,0
P01242,4404,1
P01243,17376,1
P01244,38665,1
P01245,39061,1
P01246,23867,1
P01247,33193,1
P01248,16163,1
P01249,32845,1
P01250,125,0
P01251,31836,1
P01252,38392,1
P01253,5110,1
P01254,35231,1
P01255,23235,1
P01256,14016,1
P01257,21569,1
P01258,38763,1
P01259,17782,1
P01260,35751,1
P01261,10297,1
P01262,161,0
P01263,23258,1
P01264,5019,1
P01265,2759,1
P01266,2595,1
P01267,95,0
P01268,35568,1
P01269,25715,1
P01270,9811,1
P01271,140,0
P01272,103,0
P01273,30331,1
P01274,25340,1
P01275,37923,1
P01276,9049,1
P01277,142,0
P01278,38465,1
P01279,4266,1
P01280,40000,1
P01281,38695,1
P01282,5501,1
P01283,29,0
P01284,12964,1
P01285,18657,1
P01286,24364,1
P01287,12698,1
P01288,16649,1
P01289,117,0
P01290,30498,1
P01291,37781,1
P01292,19039,1
P01293,27085,1
P01294,9880,1
P01295,187,0
P01296,2983,1
P01297,34868,1
P01298,23456,1
P01299,31864,1
P01300,32000,1
P01301,75,0
P01302,27720,1
P01303,38826,1
P01304,177,0
P01305,2342,1
P01306,169,0
P01307,24322,1
P01308,179,0
P01309,18958,1
P01310,15871,1
P01311,18762,1
P01312,10422,1
P01313,31696,1
P01314,34937,1
P01315,11571,1
P01316,36989,1
P01317,7595,1
P01318,20640,1
P01319,118,0
P01320,30037,1
P01321,48,0
P01322,30207,1
P01323,28553,1
P01324,12657,1
P01325,26709,1
P01326,45,0
P01327,154,0
P01328,100,0
P01329,69,0
P01330,18826,1
P01331,39508,1
P01332,6205,1
P01333,32913,1
P01334,196,0
P01335,33242,1
P01336,21826,1
P01337,32662,1
P01338,4051,1
P01339,75,0
P01340,12714,1
P01341,27576,1
P01342,7935,1
P01343,139,0
P01344,11206,1
P01345,29681,1
P01346,38488,1
P01347,37908,1
P01348,12904,1
P01349,3533,1
P01350,16376,1
P01351,82,0
P01352,18608,1
P01353,25778,1
P01354,30772,1
P01355,33828,1
P01356,9045,1
P01357,193,0
P01358,3725,1
P01359,39377,1
P01360,7347,1
P01361,14458,1
P01362,29274,1
P01363,30314,1
P01364,38189,1
P01365,4502,1
P01366,93,0
P01367,2124,1
P01368,14700,1
P01369,27618,1
P01370,6355,1
P01371,35051,1
P01372,41,0
P01373,123,0
P01374,26216,1
P01375,23544,1
P01376,24558,1
P01377,37263,1
P01378,38055,1
P01379,29180,1
P01380,36805,1
P01381,4174,1
P01382,196,0
P01383,136,0
P01384,23375,1
P01385,85,0
P01386,35566,1
P01387,33863,1
P01388,28755,1
P01389,7883,1
P01390,13477,1
P01391,23660,1
P01392,35027,1
P01393,24985,1
P01394,24482,1
P01395,165,0
P01396,22305,1
P01397,117,0
P01398,17437,1
P01399,35761,1
P01400,133,0
P01401,28320,1
P01402,34761,1
P01403,9496,1
P01404,150,0
P01405,111,0
P01406,17031,1
P01407,36476,1
P01408,7135,1
P01409,23983,1
P01410,57,0
P01411,38453,1
P01412,16248,1
P01413,36832,1
P01414,24664,1
P01415,8935,1
P01416,130,0
P01417,41,0
P01418,38607,1
P01419,34365,1
P01420,173,0
P01421,39440,1
P01422,24985,1
P01423,19022,1
P01424,25734,1
P01425,27466,1
P01426,23889,1
P01427,192,0
P01428,7199,1
P01429,122,0
P01430,6572,1
P01431,6340,1
P01432,15209,1
P01433,12950,1
P01434,170,0
P01435,38405,1
P01436,6317,1
P01437,16902,1
P01438,62,0
P01439,24328,1
P01440,34094,1
P01441,6480,1
P01442,17007,1
P01443,23354,1
P01444,8595,1
P01445,7354,1
P01446,160,0
P01447,54,0
P01448,23927,1
P01449,17812,1
P01450,3073,1
P01451,4422,1
P01452,16683,1
P01453,125,0
P01454,13059,1
P01455,6348,1
P01456,3308,1
P01457,22060,1
P01458,36841,1
P01459,157,0
P01460,21017,1
P01461,56,0
P01462,20760,1
P01463,15739,1
P01464,28187,1
P01465,35461,1
P01466,16305,1
P01467,25248,1
P01468,7193,1
P01469,21286,1
P01470,7461,1
P01471,5199,1
P01472,7659,1
P01473,13436,1
P01474,67,0
P01475,12497,1
P01476,13865,1
P01477,5031,1
P01478,35994,1
P01479,86,0
P01480,39436,1
P01481,29562,1
P01482,29298,1
P01483,88,0
P01484,15838,1
P01485,18781,1
P01486,72,0
P01487,27528,1
P01488,32212,1
P01489,4715,1
P01490,18846,1
P01491,35752,1
P01492,12554,1
P01493,4958,1
P01494,3309,1
P01495,21313,1
P01496,35081,1
P01497,36565,1
P01498,14391,1
P01499,34526,1
P01500,38191,1
P01501,37871,1
P01502,196,0
P01503,4111,1
P01504,16494,1
P01505,187,0
P01506,37635,1
P01507,120,0
P01508,16903,1
P01509,23429,1
P01510,18142,1
P01511,27706,1
P01512,28581,1
P01513,29270,1
P01514,7573,1
P01515,20127,1
P01516,37652,1
P01517,35534,1
P01518,22670,1
P01519,15055,1
P01520,38558,1
P01521,59,0
P01522,33455,1
P01523,32858,1
P01524,95,0
P01525,14623,1
P01526,10452,1
P01527,4526,1
P01528,35709,1
P01529,16628,1
P01530,87,0
P01531,35045,1
P01532,2284,1
P01533,47,0
P01534,14041,1
P01535,36925,1
P01536,20006,1
P01537,11404,1
P01538,21341,1
P01539,8380,1
P01540,35863,1
P01541,34199,1
P01542,13774,1
P01543,12808,1
P01544,24842,1
P01545,22749,1
P01546,39177,1
P01547,6700,1
P01548,51,0
P01549,25811,1
P01550,25545,1
P01551,63,0
P01552,17360,1
P01553,36489,1
P01554,13222,1
P01555,17174,1
P01556,23701,1
P01557,8172,1
P01558,36039,1
P01559,37310,1
P01560,2872,1
P01561,30002,1
P01562,15581,1
P01563,18577,1
P01564,28161,1
P01565,21908,1
P01566,94,0
P01567,32617,1
P01568,26993,1
P01569,3425,1
P01570,18971,1
P01571,13488,1
P01572,26010,1
P01573,41,0
P01574,20103,1
P01575,31111,1
P01576,20870,1
P01577,99,0
P01578,28891,1
P01579,37546,1
P01580,38441,1
P01581,8157,1
P01582,19990,1
P01583,127,0
P01584,168,0
P01585,19548,1
P01586,38570,1
P01587,37418,1
P01588,129,0
P01589,27271,1
P01590,50,0
