job_id,service_time_ms,priority
M00733,17389,2
M00734,17044,2
M00735,9784,2
M00736,1705,1
M00737,9557,2
M00738,17,0
M00739,3872,2
M00740,413,1
M00741,9918,2
M00742,13451,2
M00743,1282,1
M00744,1893,1
M00745,16254,2
M00746,613,1
M00747,16229,2
M00748,11788,2
M00749,497,1
M00750,19521,2
M00751,7417,2
M00752,19490,2
M00753,672,1
M00754,8680,2
M00755,1553,2
M00756,422,1
M00757,1074,1
M00758,62,0
M00759,1463,1
M00760,15359,2
M00761,19897,2
M00762,18605,2
M00763,12084,2
M00764,17266,2
M00765,127,0
M00766,1954,1
M00767,18122,2
M00768,12124,2
M00769,82,0
M00770,102,0
M00771,19079,2
M00772,6017,2
M00773,1147,1
M00774,18620,2
M00775,9075,2
M00776,4633,2
M00777,476,1
M00778,91,0
M00779,4143,2
M00780,889,1
M00781,102,0
M00782,17475,2
M00783,19081,2
M00784,18963,2
M00785,12989,2
M00786,1670,1
M00787,3944,2
M00788,8808,2
M00789,6914,2
M00790,11591,2
M00791,1553,1
M00792,1110,1
M00793,18579,2
M00794,305,1
M00795,12707,2
M00796,996,1
M00797,16574,2
M00798,1411,1
M00799,11753,2
M00800,12831,2
M00801,17582,2
M00802,400,1
M00803,1630,1
M00804,84,0
M00805,8176,2
M00806,7361,2
M00807,8095,2
M00808,536,1
M00809,2645,2
M00810,1027,1
M00811,118,0
M00812,1850,1
M00813,801,1
M00814,1542,1
M00815,19377,2
M00816,1781,2
M00817,65,0
M00818,9622,2
M00819,8861,2
M00820,38,0
M00821,865,1
M00822,10259,2
M00823,1968,1
M00824,17550,2
M00825,8962,2
M00826,1933,1
M00827,1196,1
M00828,19969,2
M00829,3032,2
M00830,1924,1
M00831,8009,2
M00832,1712,1
M00833,5953,2
M00834,818,1
M00835,15393,2
M00836,1577,2
M00837,14361,2
M00838,16677,2
M00839,1394,2
M00840,12485,2
M00841,1749,1
M00842,10477,2
M00843,11639,2
M00844,35,0
M00845,931,1
M00846,1577,1
M00847,292,1
M00848,518,1
M00849,830,2
M00850,1386,1
M00851,5236,2
M00852,684,1
M00853,3469,2
M00854,1544,1
M00855,120,0
M00856,12999,2
M00857,8337,2
M00858,509,2
M00859,1281,1
M00860,39,0
M00861,3448,2
M00862,6914,2
M00863,415,1
M00864,5288,2
M00865,1948,1
M00866,19542,2
M00867,12677,2
M00868,1934,1
M00869,1811,1
M00870,692,1
M00871,56,0
M00872,11500,2
M00873,109,0
M00874,2439,2
M00875,927,1
M00876,74,0
M00877,1012,2
M00878,12990,2
M00879,120,0
M00880,25,0
M00881,264,1
M00882,1966,1
M00883,10981,2
M00884,10096,2
M00885,54,0
M00886,2314,2
M00887,95,0
M00888,164229,2
M00889,10655,2
M00890,2155,2
M00891,15958,2
M00892,1571,1
M00893,14074,2
M00894,19673,2
M00895,913,2
M00896,837,1
M00897,13562,2
M00898,1721,1
M00899,501,1
M00900,500,1
M00901,14118,2
M00902,16660,2
M00903,8685,2
M00904,12045,2
M00905,15869,2
M00906,36,0
M00907,1826,1
M00908,3229,2
M00909,14901,2
M00910,1714,1
M00911,16782,2
M00912,5133,2
M00913,9029,2
M00914,1346,1
M00915,9508,2
M00916,1103,1
M00917,1922,1
M00918,10191,2
M00919,19575,2
M00920,51,0
M00921,7370,2
M00922,593,1
M00923,17418,2
M00924,5378,2
M00925,11159,2
M00926,19566,2
M00927,74,0
M00928,1431,1
M00929,13622,2
M00930,69,0
M00931,1960,2
M00932,6902,2
M00933,7080,2
M00934,19592,2
M00935,4552,2
M00936,15563,2
M00937,235,1
M00938,1898,1
M00939,7187,2
M00940,2581,2
M00941,9326,2
M00942,1823,1
M00943,6570,2
M00944,10825,2
M00945,71,0
M00946,52,0
M00947,8426,2
M00948,8065,2
M00949,11780,2
M00950,17161,2
M00951,254,1
M00952,1482,1
M00953,4996,2
M00954,123,0
M00955,14526,2
M00956,1911,1
M00957,7480,2
M00958,7694,2
M00959,1165,1
M00960,13604,2
M00961,5692,2
M00962,15,0
M00963,14358,2
M00964,232,1
M00965,14766,2
M00966,92,0
M00967,2358,2
M00968,17497,2
M00969,144,0
M00970,281051,2
M00971,8209,2
M00972,14537,2
M00973,1596,1
M00974,1365,1
M00975,12,0
M00976,1628,1
M00977,931,1
M00978,1089,1
M00979,84,0
M00980,17145,2
M00981,1104,1
M00982,7560,2
M00983,18822,2
M00984,1967,1
M00985,2585,2
M00986,17717,2
M00987,1939,1
M00988,11702,2
M00989,15230,2
M00990,983,2
M00991,15322,2
M00992,92150,2
M00993,1433,1
M00994,18229,2
M00995,1601,2
M00996,6575,2
M00997,7961,2
M00998,9717,2
M00999,259,1
M01000,17864,2
M01001,2796,2
M01002,898,1
M01003,3282,2
M01004,6819,2
M01005,605,1
M01006,291,1
M01007,3892,2
M01008,126,0
M01009,973,1
M01010,1316,1
M01011,17694,2
M01012,1432,1
M01013,2741,2
M01014,11030,2
M01015,332,1
M01016,211,1
M01017,1827,1
M01018,3384,2
M01019,18564,2
M01020,1557,1
M01021,133,0
M01022,11083,2
M01023,1799,1
M01024,1463,1
M01025,15826,2
M01026,433,1
M01027,1633,2
M01028,17190,2
M01029,1030,1
M01030,11176,2
M01031,284,1
M01032,12020,2
M01033,19012,2
M01034,11932,2
M01035,11854,2
M01036,13951,2
M01037,4589,2
M01038,1628,1
M01039,1838,1
M01040,6950,2
M01041,1746,1
M01042,72,0
M01043,124,0
M01044,18449,2
M01045,58,0
M01046,13561,2
M01047,1477,1
M01048,13169,2
M01049,1534,1
M01050,6353,2
M01051,11038,2
M01052,251,1
M01053,8052,2
M01054,16498,2
M01055,408,1
M01056,9235,2
M01057,740,1
M01058,13383,2
M01059,611,2
M01060,6215,2
M01061,13504,2
M01062,10766,2
M01063,11001,2
M01064,12339,2
M01065,16807,2
M01066,639,1
M01067,5981,2
M01068,15317,2
M01069,19586,2
M01070,17404,2
M01071,192,1
M01072,7391,2
M01073,9352,2
M01074,3605,2
M01075,15529,2
M01076,8327,2
M01077,14736,2
M01078,2934,2
M01079,13177,2
M01080,1522,1
M01081,690,1
M01082,101,0
M01083,1115,2
M01084,3638,2
M01085,259,1
M01086,18496,2
M01087,10336,2
M01088,1974,1
M01089,48,0
M01090,4077,2
M01091,18708,2
M01092,3888,2
M01093,2430,2
M01094,16730,2
M01095,11287,2
M01096,9372,2
M01097,63,0
M01098,19679,2
M01099,10427,2
M01100,15,0
M01101,133,0
M01102,111,0
M01103,7301,2
M01104,7349,2
M01105,411,1
M01106,73,0
M01107,570,1
M01108,19829,2
M01109,15247,2
M01110,7807,2
M01111,10862,2
M01112,14,0
M01113,411,1
M01114,6000,2
M01115,13182,2
M01116,1045,1
M01117,1162,1
M01118,943,1
M01119,10440,2
M01120,2900,2
M01121,12073,2
M01122,1296,1
M01123,17698,2
M01124,19247,2
M01125,17496,2
M01126,1625,1
M01127,1390,1
M01128,11817,2
M01129,1791,1
M01130,17696,2
M01131,1078,1
M01132,695,1
M01133,24,0
M01134,8394,2
M01135,52,0
M01136,1965,1
M01137,10821,2
M01138,123,0
M01139,1383,1
M01140,125,0
M01141,851,1
M01142,9818,2
M01143,19731,2
M01144,1522,1
M01145,14512,2
M01146,11897,2
M01147,18501,2
M01148,2729,2
M01149,15766,2
M01150,18239,2
M01151,867,1
M01152,388,1
M01153,1066,1
M01154,16061,2
M01155,9454,2
M01156,11685,2
M01157,57,0
M01158,106,0
M01159,8218,2
M01160,847,1
M01161,888,1
M01162,479,1
M01163,2522,2
M01164,7596,2
M01165,1940,2
M01166,1167,1
M01167,1912,1
M01168,1229,1
M01169,11116,2
M01170,53,0
M01171,10458,2
M01172,545,1
M01173,19425,2
M01174,13811,2
M01175,1324,1
M01176,19455,2
M01177,802,1
M01178,1787,2
M01179,2740,2
M01180,17392,2
M01181,1022,1
M01182,19635,2
M01183,12321,2
M01184,3933,2
M01185,19896,2
M01186,6334,2
M01187,9693,2
M01188,2780,2
M01189,18018,2
M01190,1107,1
M01191,85,0
M01192,1089,1
M01193,319,1
M01194,618,1
M01195,25,0
M01196,17205,2
M01197,1126,1
M01198,15287,2
M01199,803,2
M01200,2622,2
M01201,14772,2
M01202,1607,2
M01203,9842,2
M01204,13905,2
M01205,67,0
M01206,39,0
M01207,83,0
M01208,10553,2
M01209,9870,2
M01210,19028,2
M01211,14612,2
M01212,859,1
M01213,10843,2
M01214,1716,1
M01215,5721,2
M01216,13048,2
M01217,12608,2
M01218,116,0
M01219,7314,2
M01220,14721,2
M01221,131,0
M01222,11198,2
M01223,1568,2
M01224,5069,2
M01225,7771,2
M01226,138,0
M01227,119,0
M01228,1164,1
M01229,1415,1
M01230,12008,2
M01231,13391,2
M01232,9009,2
M01233,2722,2
M01234,632,1
M01235,1127,2
M01236,1776,1
M01237,8816,2
M01238,13464,2
M01239,1484,1
M01240,1282,1
M01241,12197,2
M01242,2174,2
M01243,16174,2
M01244,5644,2
M01245,12420,2
M01246,68,0
M01247,3726,2
M01248,1825,1
M01249,14960,2
M01250,15361,2
M01251,38,0
M01252,19022,2
M01253,3246,2
M01254,1119,2
M01255,47,0
M01256,18732,2
M01257,752,1
M01258,533,1
M01259,5528,2
M01260,4995,2
M01261,353,1
M01262,1739,1
M01263,1194,1
M01264,10174,2
M01265,117,0
M01266,1943,2
M01267,10308,2
M01268,974,1
M01269,6141,2
M01270,2514,2
M01271,5211,2
M01272,398,1
M01273,457,1
M01274,1074,1
M01275,18119,2
M01276,18,0
M01277,1943,1
M01278,14296,2
M01279,476,1
M01280,55,0
M01281,3456,2
M01282,149,0
M01283,6752,2
M01284,4731,2
M01285,553,1
M01286,7291,2
M01287,5976,2
M01288,5468,2
M01289,3791,2
M01290,1413,1
M01291,127,0
M01292,14419,2
M01293,1409,1
M01294,217,1
M01295,18043,2
M01296,8663,2
M01297,3002,2
M01298,5693,2
M01299,7888,2
M01300,7960,2
M01301,7909,2
M01302,589,1
M01303,7358,2
M01304,1117,1
M01305,420,1
M01306,1055,1
M01307,881,1
M01308,16814,2
M01309,14459,2
M01310,17585,2
M01311,15423,2
M01312,8623,2
M01313,6104,2
M01314,5104,2
M01315,750,1
M01316,19762,2
M01317,1270,1
M01318,7987,2
M01319,14228,2
M01320,21,0
M01321,9907,2
M01322,1817,1
M01323,119,0
M01324,18763,2
M01325,1066,1
M01326,18495,2
M01327,15544,2
M01328,40,0
M01329,8260,2
M01330,12141,2
M01331,5856,2
M01332,65,0
M01333,18508,2
M01334,13716,2
M01335,14792,2
M01336,916,1
M01337,245,1
M01338,937,1
M01339,8894,2
M01340,8856,2
M01341,14665,2
M01342,10364,2
M01343,8994,2
M01344,19159,2
M01345,523,2
M01346,1915,1
M01347,3250,2
M01348,6683,2
M01349,3430,2
M01350,17463,2
M01351,6552,2
M01352,82,0
M01353,696,1
M01354,1499,1
M01355,4782,2
M01356,1044,1
M01357,19893,2
M01358,5341,2
M01359,7397,2
M01360,105,0
M01361,123,0
M01362,994,1
M01363,635,1
M01364,717,1
M01365,4965,2
M01366,6484,2
M01367,16172,2
M01368,867,1
M01369,8168,2
M01370,5801,2
M01371,91,0
M01372,471,1
M01373,12749,2
M01374,1364,1
M01375,9244,2
M01376,114,0
M01377,10019,2
M01378,6198,2
M01379,3353,2
M01380,381,1
M01381,6724,2
M01382,73,0
M01383,611,1
M01384,14365,2
M01385,8506,2
M01386,12582,2
M01387,8402,2
M01388,1804,1
M01389,1926,1
M01390,15393,2
M01391,115,0
M01392,17492,2
M01393,91,0
M01394,19554,2
M01395,351,1
M01396,124,0
M01397,9158,2
M01398,9427,2
M01399,16666,2
M01400,19167,2
M01401,4043,2
M01402,6004,2
M01403,24,0
M01404,7283,2
M01405,48,0
M01406,16019,2
M01407,1463,2
M01408,16255,2
M01409,808,1
M01410,142,0
M01411,9531,2
M01412,4219,2
M01413,3047,2
M01414,5917,2
M01415,1304,1
M01416,2305,2
M01417,18630,2
M01418,6941,2
M01419,6690,2
M01420,19995,2
M01421,11079,2
M01422,1940,2
M01423,1925,1
M01424,354,1
M01425,11216,2
M01426,1777,1
M01427,17114,2
M01428,11217,2
M01429,2090,2
M01430,81,0
M01431,1118,1
M01432,16554,2
M01433,13682,2
M01434,3939,2
M01435,10264,2
M01436,870,2
M01437,473,1
M01438,1269,1
M01439,16295,2
M01440,18165,2
M01441,9087,2
M01442,4025,2
M01443,253,1
M01444,12698,2
M01445,7307,2
M01446,16079,2
M01447,385,1
M01448,135,0
M01449,1224,1
M01450,3556,2
M01451,420,1
M01452,1485,1
M01453,18393,2
M01454,1578,1
M01455,11352,2
M01456,9057,2
M01457,13953,2
M01458,17520,2
M01459,16055,2
M01460,25,0
M01461,15658,2
M01462,1771,2
M01463,43,0
M01464,698,1
M01465,1184,2
M01466,136,0
M01467,5445,2
M01468,12798,2
M01469,18587,2
M01470,1254,2
M01471,6174,2
M01472,7862,2
M01473,369,1
M01474,17909,2
M01475,12717,2
M01476,2206,2
M01477,8194,2
M01478,774,1
M01479,1755,1
M01480,353,1
M01481,10361,2
M01482,5978,2
M01483,228,1
M01484,6332,2
M01485,10812,2
M01486,5302,2
M01487,2282,2
M01488,17300,2
M01489,14238,2
M01490,995,1
M01491,384,1
M01492,534,1
M01493,9658,2
M01494,1809,1
M01495,116,0
M01496,1980,1
M01497,1386,1
M01498,15103,2
M01499,86,0
M01500,804,1
M01501,40,0
M01502,16988,2
M01503,1682,1
M01504,16679,2
M01505,8318,2
M01506,9977,2
M01507,18759,2
M01508,1616,1
M01509,7542,2
M01510,602,1
M01511,9104,2
M01512,13287,2
M01513,1725,1
M01514,14141,2
M01515,74,0
M01516,15110,2
M01517,43,0
M01518,2784,2
M01519,18289,2
M01520,14343,2
M01521,116,0
M01522,148,0
M01523,142,0
M01524,99,0
M01525,5429,2
M01526,106,0
M01527,1004,1
M01528,5097,2
M01529,9869,2
M01530,1019,1
M01531,1950,1
M01532,777,1
M01533,5453,2
M01534,18131,2
M01535,16773,2
M01536,168,1
M01537,11020,2
M01538,122,0
M01539,17409,2
M01540,8725,2
M01541,129,0
M01542,494,1
M01543,18584,2
M01544,35,0
M01545,14377,2
M01546,9117,2
M01547,3085,2
M01548,709,1
M01549,15086,2
M01550,7915,2
M01551,959,1
M01552,2096,2
M01553,587,1
M01554,3639,2
M01555,7803,2
M01556,15343,2
M01557,17229,2
M01558,16055,2
M01559,1062,1
M01560,94,0
M01561,1632,1
M01562,2407,2
M01563,646,1
M01564,12367,2
M01565,154,1
M01566,7344,2
M01567,11219,2
M01568,9528,2
M01569,110,0
M01570,10135,2
M01571,9786,2
M01572,4830,2
M01573,7420,2
M01574,11242,2
M01575,370,1
M01576,739,1
M01577,17371,2
M01578,587,1
M01579,1186,2
M01580,3717,2
M01581,339,1
M01582,423,1
M01583,703,1
M01584,1591,2
M01585,543,1
M01586,843,2
M01587,752,1
M01588,918,1
M01589,14733,2
M01590,1733,2
M01591,4557,2
M01592,16478,2
M01593,2904,2
M01594,15372,2
M01595,3011,2
M01596,7518,2
M01597,1380,2
M01598,345,1
